"country","date","topic","percentage"
"Germany",2007-03-01,"Welfare",1.24807987711214
"Germany",2007-04-01,"Welfare",0.191021967526266
"Germany",2007-05-01,"Welfare",0.498466257668712
"Germany",2007-06-01,"Welfare",0.637311703360371
"Germany",2007-07-01,"Welfare",1.15273775216138
"Germany",2007-09-01,"Welfare",1.00034494653329
"Germany",2007-10-01,"Welfare",0.723025583982202
"Germany",2007-11-01,"Welfare",0.930644803899845
"Germany",2007-12-01,"Welfare",1.15606936416185
"Germany",2008-01-01,"Welfare",2.3449920508744
"Germany",2008-02-01,"Welfare",0.444444444444444
"Germany",2008-03-01,"Welfare",0.938566552901024
"Germany",2008-04-01,"Welfare",1.3039934800326
"Germany",2008-05-01,"Welfare",0.548885077186964
"Germany",2008-06-01,"Welfare",1.13751777371521
"Germany",2008-09-01,"Welfare",1.45815106445028
"Germany",2008-10-01,"Welfare",0.939745715865119
"Germany",2008-11-01,"Welfare",0.685119210742669
"Germany",2008-12-01,"Welfare",0.955794504181601
"Germany",2009-01-01,"Welfare",1.27365356622999
"Germany",2009-02-01,"Welfare",1.72057811424639
"Germany",2009-03-01,"Welfare",0.707850707850708
"Germany",2009-04-01,"Welfare",0.873362445414847
"Germany",2009-05-01,"Welfare",1.22916666666667
"Germany",2009-06-01,"Welfare",1.24282982791587
"Germany",2009-07-01,"Welfare",1.58328055731476
"Germany",2009-11-01,"Welfare",1.52129817444219
"Germany",2009-12-01,"Welfare",0.29925187032419
"Germany",2010-01-01,"Welfare",1.11350574712644
"Germany",2010-02-01,"Welfare",0.196078431372549
"Germany",2010-03-01,"Welfare",0.673400673400673
"Germany",2010-04-01,"Welfare",0.253164556962025
"Germany",2010-05-01,"Welfare",1.63021868787276
"Germany",2010-06-01,"Welfare",0.595001983339944
"Germany",2010-07-01,"Welfare",0.893898173338515
"Germany",2010-09-01,"Welfare",1.03626943005181
"Germany",2010-10-01,"Welfare",1.00139082058414
"Germany",2010-11-01,"Welfare",1.61001788908766
"Germany",2010-12-01,"Welfare",1.3429413691451
"Germany",2011-01-01,"Welfare",0.911251980982567
"Germany",2011-02-01,"Welfare",0.47378395451674
"Germany",2011-03-01,"Welfare",0.942684766214178
"Germany",2011-04-01,"Welfare",0.814211695040711
"Germany",2011-05-01,"Welfare",1.29659643435981
"Germany",2011-06-01,"Welfare",0.157294534014943
"Germany",2011-07-01,"Welfare",0.421940928270042
"Germany",2011-09-01,"Welfare",1.0989010989011
"Germany",2011-10-01,"Welfare",0.892857142857143
"Germany",2011-11-01,"Welfare",0.618374558303887
"Germany",2011-12-01,"Welfare",1.16978609625668
"Germany",2012-01-01,"Welfare",1.35836995605274
"Germany",2012-02-01,"Welfare",0.529901589704769
"Germany",2012-03-01,"Welfare",1.43040528149642
"Germany",2012-04-01,"Welfare",1.25
"Germany",2012-05-01,"Welfare",1.6537293283834
"Germany",2012-06-01,"Welfare",1.20449678800857
"Germany",2012-09-01,"Welfare",1.61965931304105
"Germany",2012-10-01,"Welfare",1.55807365439093
"Germany",2012-11-01,"Welfare",0.965743440233236
"Germany",2012-12-01,"Welfare",0.96411355115158
"Germany",2013-01-01,"Welfare",1.59970238095238
"Germany",2013-02-01,"Welfare",0.841908325537886
"Germany",2013-03-01,"Welfare",1.47181338517079
"Germany",2013-04-01,"Welfare",0.767398782746758
"Germany",2013-05-01,"Welfare",1.03788271925272
"Germany",2013-06-01,"Welfare",1.19641076769691
"Germany",2013-09-01,"Welfare",0.903614457831325
"Germany",2013-11-01,"Welfare",0.62047569803516
"Germany",2013-12-01,"Welfare",2.37580993520518
"Germany",2014-01-01,"Welfare",1.20923415170392
"Germany",2014-02-01,"Welfare",0.661221314663555
"Germany",2014-03-01,"Welfare",0.850661625708885
"Germany",2014-04-01,"Welfare",1.65191740412979
"Germany",2014-05-01,"Welfare",1.60268356317555
"Germany",2014-06-01,"Welfare",1.17773019271949
"Germany",2014-07-01,"Welfare",0.750577367205543
"Germany",2014-09-01,"Welfare",1.29032258064516
"Germany",2014-10-01,"Welfare",0.395256916996047
"Germany",2014-11-01,"Welfare",2.05249654627985
"Germany",2014-12-01,"Welfare",0.654664484451719
"Germany",2015-01-01,"Welfare",0.522973477773627
"Germany",2015-02-01,"Welfare",0.307219662058372
"Germany",2015-03-01,"Welfare",1.07739665787159
"Germany",2015-04-01,"Welfare",1.07255520504732
"Germany",2015-05-01,"Welfare",0.0960614793467819
"Germany",2015-06-01,"Welfare",1.44451739986868
"Germany",2015-07-01,"Welfare",3.21743642968345
"Germany",2015-09-01,"Welfare",0.739856801909308
"Germany",2015-10-01,"Welfare",0.909842845326716
"Germany",2015-11-01,"Welfare",1.38169257340242
"Germany",2015-12-01,"Welfare",0.727398683754763
"Germany",2016-01-01,"Welfare",0.885582713425434
"Germany",2016-02-01,"Welfare",0.591510090466249
"Germany",2016-03-01,"Welfare",0.60790273556231
"Germany",2016-04-01,"Welfare",0.839722526469514
"Germany",2016-05-01,"Welfare",0.135226504394861
"Germany",2016-06-01,"Welfare",0.442168955084943
"Germany",2016-07-01,"Welfare",0.387847446670976
"Germany",2016-09-01,"Welfare",1.25623130608175
"Germany",2016-10-01,"Welfare",0.571791613722999
"Germany",2016-11-01,"Welfare",1.16022099447514
"Germany",2016-12-01,"Welfare",1.2591815320042
"Germany",2017-01-01,"Welfare",0.882825040128411
"Germany",2017-02-01,"Welfare",1.65234633179114
"Germany",2017-03-01,"Welfare",0.886103306678193
"Germany",2017-04-01,"Welfare",1.8815331010453
"Germany",2017-05-01,"Welfare",0.635785649409628
"Germany",2017-06-01,"Welfare",1.62724692526017
"Germany",2017-09-01,"Welfare",0.454545454545455
"Germany",2017-12-01,"Welfare",0.242424242424242
"Germany",2018-01-01,"Welfare",0.958772770853308
"Germany",2018-02-01,"Welfare",0.970873786407767
"Germany",2018-03-01,"Welfare",1.01237345331834
"Germany",2018-04-01,"Welfare",0.734976221357544
"Germany",2018-05-01,"Welfare",0.592495062541145
"Germany",2018-06-01,"Welfare",0.676378772112383
"Germany",2018-07-01,"Welfare",0.776699029126214
"Germany",2018-09-01,"Welfare",1.56477438136827
"Germany",2018-10-01,"Welfare",1.42348754448399
"Germany",2018-11-01,"Welfare",1.87816036600048
"Germany",2018-12-01,"Welfare",1.5180265654649
"Ireland",1992-12-01,"Environment",6.94444444444444
"Ireland",1993-02-01,"Environment",9.57446808510638
"Ireland",1993-03-01,"Environment",3.17460317460317
"Ireland",1993-04-01,"Environment",13.1672597864769
"Ireland",1993-05-01,"Environment",8.10810810810811
"Ireland",1993-06-01,"Environment",11.9402985074627
"Ireland",1993-07-01,"Environment",4.54545454545455
"Ireland",1993-10-01,"Environment",6.97674418604651
"Ireland",1993-11-01,"Environment",6.35451505016722
"Ireland",1993-12-01,"Environment",9.00243309002433
"Ireland",1994-01-01,"Environment",1.13636363636364
"Ireland",1994-02-01,"Environment",11.6788321167883
"Ireland",1994-03-01,"Environment",26.3761467889908
"Ireland",1994-04-01,"Environment",1.72839506172839
"Ireland",1994-05-01,"Environment",3.98406374501992
"Ireland",1994-06-01,"Environment",5.74324324324324
"Ireland",1994-09-01,"Environment",1.93050193050193
"Ireland",1994-10-01,"Environment",3.65853658536585
"Ireland",1994-11-01,"Environment",2.5
"Ireland",1994-12-01,"Environment",1.11731843575419
"Ireland",1995-02-01,"Environment",4.65116279069767
"Ireland",1995-03-01,"Environment",6.16438356164384
"Ireland",1995-04-01,"Environment",14.8148148148148
"Ireland",1995-05-01,"Environment",1.7632241813602
"Ireland",1995-06-01,"Environment",9.46745562130178
"Ireland",1995-07-01,"Environment",1.72413793103448
"Ireland",1995-09-01,"Environment",4
"Ireland",1995-10-01,"Environment",5.078125
"Ireland",1995-11-01,"Environment",7.07547169811321
"Ireland",1995-12-01,"Environment",14.1004862236629
"Ireland",1996-01-01,"Environment",5.55555555555556
"Ireland",1996-02-01,"Environment",9.73451327433628
"Ireland",1996-03-01,"Environment",2.56410256410256
"Ireland",1996-04-01,"Environment",5.46875
"Ireland",1996-05-01,"Environment",4.8780487804878
"Ireland",1996-06-01,"Environment",10.727969348659
"Ireland",1996-07-01,"Environment",5.88235294117647
"Ireland",1996-10-01,"Environment",5
"Ireland",1996-11-01,"Environment",6.8870523415978
"Ireland",1996-12-01,"Environment",6.5989847715736
"Ireland",1997-01-01,"Environment",15.2941176470588
"Ireland",1997-02-01,"Environment",17.1628721541156
"Ireland",1997-03-01,"Environment",17.1717171717172
"Ireland",1997-04-01,"Environment",6.52173913043478
"Ireland",1997-05-01,"Environment",1.14942528735632
"Ireland",1997-06-01,"Environment",6.52173913043478
"Ireland",1997-07-01,"Environment",8.33333333333333
"Ireland",1997-09-01,"Environment",1.25
"Ireland",1997-10-01,"Environment",8.05860805860806
"Ireland",1997-11-01,"Environment",4.08560311284047
"Ireland",1997-12-01,"Environment",4.44444444444444
"Ireland",1998-01-01,"Environment",3.84615384615385
"Ireland",1998-02-01,"Environment",2.59579728059333
"Ireland",1998-03-01,"Environment",1.77619893428064
"Ireland",1998-04-01,"Environment",3.01953818827709
"Ireland",1998-05-01,"Environment",3.05343511450382
"Ireland",1998-06-01,"Environment",4.60732984293194
"Ireland",1998-07-01,"Environment",6.55737704918033
"Ireland",1998-09-01,"Environment",3.00751879699248
"Ireland",1998-10-01,"Environment",7.07803992740472
"Ireland",1998-11-01,"Environment",4.57796852646638
"Ireland",1998-12-01,"Environment",4.14201183431953
"Ireland",1999-01-01,"Environment",2.80112044817927
"Ireland",1999-02-01,"Environment",2.44755244755245
"Ireland",1999-03-01,"Environment",3.47432024169184
"Ireland",1999-04-01,"Environment",9.16905444126074
"Ireland",1999-05-01,"Environment",2.38095238095238
"Ireland",1999-06-01,"Environment",7.71428571428571
"Ireland",1999-09-01,"Environment",1.60427807486631
"Ireland",1999-10-01,"Environment",2.38532110091743
"Ireland",1999-11-01,"Environment",2.73972602739726
"Ireland",1999-12-01,"Environment",2.10016155088853
"Ireland",2000-01-01,"Environment",3.33333333333333
"Ireland",2000-02-01,"Environment",5.53691275167785
"Ireland",2000-03-01,"Environment",2.81329923273657
"Ireland",2000-04-01,"Environment",18.140589569161
"Ireland",2000-05-01,"Environment",4.08525754884547
"Ireland",2000-06-01,"Environment",4.07876230661041
"Ireland",2000-10-01,"Environment",3.53200883002207
"Ireland",2000-11-01,"Environment",8.39160839160839
"Ireland",2000-12-01,"Environment",2.0671834625323
"Ireland",2001-01-01,"Environment",8.86075949367089
"Ireland",2001-02-01,"Environment",4.35684647302905
"Ireland",2001-03-01,"Environment",7.29064039408867
"Ireland",2001-04-01,"Environment",2.4330900243309
"Ireland",2001-05-01,"Environment",1.53172866520788
"Ireland",2001-06-01,"Environment",7.90273556231003
"Ireland",2001-07-01,"Environment",15.2866242038217
"Ireland",2001-10-01,"Environment",5.34653465346535
"Ireland",2001-11-01,"Environment",3.23834196891192
"Ireland",2001-12-01,"Environment",3.73134328358209
"Ireland",2002-01-01,"Environment",1.07238605898123
"Ireland",2002-02-01,"Environment",5.73770491803279
"Ireland",2002-03-01,"Environment",3.2967032967033
"Ireland",2002-04-01,"Environment",0.628930817610063
"Ireland",2002-06-01,"Environment",2.59009009009009
"Ireland",2002-07-01,"Environment",0.584795321637427
"Ireland",2002-09-01,"Environment",0.813953488372093
"Ireland",2002-10-01,"Environment",1.46788990825688
"Ireland",2002-11-01,"Environment",6.6271018793274
"Ireland",2002-12-01,"Environment",2.42966751918159
"Ireland",2003-01-01,"Environment",2.04081632653061
"Ireland",2003-02-01,"Environment",3.35016062413951
"Ireland",2003-03-01,"Environment",0.87073007367716
"Ireland",2003-04-01,"Environment",2.4633431085044
"Ireland",2003-05-01,"Environment",3.50617283950617
"Ireland",2003-06-01,"Environment",3.09124767225326
"Ireland",2003-07-01,"Environment",5.15267175572519
"Ireland",2003-09-01,"Environment",0.740740740740741
"Ireland",2003-10-01,"Environment",5.2589641434263
"Ireland",2003-11-01,"Environment",1.90901705930138
"Ireland",2003-12-01,"Environment",1.15606936416185
"Ireland",2004-01-01,"Environment",3.09789343246592
"Ireland",2004-02-01,"Environment",1.30856901646264
"Ireland",2004-03-01,"Environment",3.02668259657507
"Ireland",2004-04-01,"Environment",1.86915887850467
"Ireland",2004-05-01,"Environment",2.76880479926165
"Ireland",2004-06-01,"Environment",2.56889304063522
"Ireland",2004-07-01,"Environment",3.0192131747484
"Ireland",2004-09-01,"Environment",3.66300366300366
"Ireland",2004-10-01,"Environment",7.36747529200359
"Ireland",2004-11-01,"Environment",1.48556876061121
"Ireland",2004-12-01,"Environment",1.77914110429448
"Ireland",2005-01-01,"Environment",1.25944584382872
"Ireland",2005-02-01,"Environment",6.89655172413793
"Ireland",2005-03-01,"Environment",3.75586854460094
"Ireland",2005-04-01,"Environment",3.29301075268817
"Ireland",2005-05-01,"Environment",2.76363636363636
"Ireland",2005-06-01,"Environment",1.55660377358491
"Ireland",2005-09-01,"Environment",0.727272727272727
"Ireland",2005-10-01,"Environment",2.8125
"Ireland",2005-11-01,"Environment",4.91866769945779
"Ireland",2005-12-01,"Environment",3.7940379403794
"Ireland",2006-01-01,"Environment",2.38853503184713
"Ireland",2006-02-01,"Environment",3.84032339565437
"Ireland",2006-03-01,"Environment",2.84951024042743
"Ireland",2006-04-01,"Environment",4.0281973816717
"Ireland",2006-05-01,"Environment",3.08045977011494
"Ireland",2006-06-01,"Environment",6.66955391944565
"Ireland",2006-07-01,"Environment",0.758533501896334
"Ireland",2006-09-01,"Environment",3.77358490566038
"Ireland",2006-10-01,"Environment",2.07228915662651
"Ireland",2006-11-01,"Environment",6.27400768245839
"Ireland",2006-12-01,"Environment",5.07780507780508
"Ireland",2007-01-01,"Environment",2.55102040816327
"Ireland",2007-02-01,"Environment",4.21978021978022
"Ireland",2007-03-01,"Environment",2.61560018682858
"Ireland",2007-04-01,"Environment",4.72610096670247
"Ireland",2007-06-01,"Environment",12
"Ireland",2007-07-01,"Environment",14.8785425101215
"Ireland",2007-09-01,"Environment",15.530303030303
"Ireland",2007-10-01,"Environment",7.64503441494592
"Ireland",2007-11-01,"Environment",10.771748022907
"Ireland",2007-12-01,"Environment",8.6423118865867
"Ireland",2008-01-01,"Environment",6.82764363030808
"Ireland",2008-02-01,"Environment",9.44372574385511
"Ireland",2008-03-01,"Environment",6.01190476190476
"Ireland",2008-04-01,"Environment",8.25369244135534
"Ireland",2008-05-01,"Environment",7.16476163925286
"Ireland",2008-06-01,"Environment",8.5949177877429
"Ireland",2008-07-01,"Environment",7.75554946560702
"Ireland",2008-09-01,"Environment",6.65961945031713
"Ireland",2008-10-01,"Environment",6.75740210124164
"Ireland",2008-11-01,"Environment",10.2609464838567
"Ireland",2008-12-01,"Environment",7.29631130928253
"Ireland",2009-01-01,"Environment",8.74872838250254
"Ireland",2009-02-01,"Environment",5.07432086109687
"Ireland",2009-03-01,"Environment",7.18420156622404
"Ireland",2009-04-01,"Environment",5.10884051532652
"Ireland",2009-05-01,"Environment",6.16045845272206
"Ireland",2009-06-01,"Environment",6.18683756470298
"Ireland",2009-07-01,"Environment",6.93877551020408
"Ireland",2009-09-01,"Environment",5.91293047433398
"Ireland",2009-10-01,"Environment",8.85572139303483
"Ireland",2009-11-01,"Environment",6.96440415653327
"Ireland",2009-12-01,"Environment",9.85643290999448
"Ireland",2010-01-01,"Environment",9.69802555168409
"Ireland",2010-02-01,"Environment",11.2681912681913
"Ireland",2010-03-01,"Environment",5.05952380952381
"Ireland",2010-04-01,"Environment",5.92165198906772
"Ireland",2010-05-01,"Environment",8.55521606285465
"Ireland",2010-06-01,"Environment",6.25986322987901
"Ireland",2010-07-01,"Environment",10.2950819672131
"Ireland",2010-09-01,"Environment",4.84937545922116
"Ireland",2010-10-01,"Environment",5.31328320802005
"Ireland",2010-11-01,"Environment",5.31590413943355
"Ireland",2010-12-01,"Environment",6.02688919796013
"Ireland",2011-01-01,"Environment",8.16876122082585
"Ireland",2011-02-01,"Environment",1.44927536231884
"Ireland",1992-12-01,"Welfare",1.38888888888889
"Ireland",1993-03-01,"Welfare",1.26984126984127
"Ireland",1993-04-01,"Welfare",0.355871886120996
"Ireland",1993-05-01,"Welfare",1.62162162162162
"Ireland",1993-07-01,"Welfare",1.51515151515152
"Ireland",1993-10-01,"Welfare",0.581395348837209
"Ireland",1993-12-01,"Welfare",0.24330900243309
"Ireland",1994-02-01,"Welfare",0.72992700729927
"Ireland",1994-03-01,"Welfare",0.688073394495413
"Ireland",1994-04-01,"Welfare",0.246913580246914
"Ireland",1994-06-01,"Welfare",1.01351351351351
"Ireland",1994-10-01,"Welfare",0.609756097560976
"Ireland",1994-12-01,"Welfare",1.11731843575419
"Ireland",1995-01-01,"Welfare",3.33333333333333
"Ireland",1995-04-01,"Welfare",3.7037037037037
"Ireland",1995-06-01,"Welfare",1.18343195266272
"Ireland",1995-10-01,"Welfare",1.171875
"Ireland",1995-11-01,"Welfare",0.471698113207547
"Ireland",1996-01-01,"Welfare",5.55555555555556
"Ireland",1996-04-01,"Welfare",0.390625
"Ireland",1996-06-01,"Welfare",0.383141762452107
"Ireland",1996-11-01,"Welfare",1.37741046831956
"Ireland",1997-01-01,"Welfare",1.17647058823529
"Ireland",1997-02-01,"Welfare",0.525394045534151
"Ireland",1997-05-01,"Welfare",2.29885057471264
"Ireland",1997-06-01,"Welfare",1.08695652173913
"Ireland",1997-11-01,"Welfare",0.583657587548638
"Ireland",1997-12-01,"Welfare",1.26984126984127
"Ireland",1998-01-01,"Welfare",0.854700854700855
"Ireland",1998-02-01,"Welfare",1.85414091470952
"Ireland",1998-03-01,"Welfare",0.532859680284192
"Ireland",1998-04-01,"Welfare",1.9538188277087
"Ireland",1998-06-01,"Welfare",2.19895287958115
"Ireland",1998-07-01,"Welfare",0.819672131147541
"Ireland",1998-09-01,"Welfare",1.50375939849624
"Ireland",1998-10-01,"Welfare",1.27041742286751
"Ireland",1998-11-01,"Welfare",1.1444921316166
"Ireland",1998-12-01,"Welfare",2.48520710059172
"Ireland",1999-01-01,"Welfare",0.840336134453782
"Ireland",1999-02-01,"Welfare",1.63170163170163
"Ireland",1999-03-01,"Welfare",1.96374622356495
"Ireland",1999-05-01,"Welfare",4.16666666666667
"Ireland",1999-06-01,"Welfare",2
"Ireland",1999-09-01,"Welfare",0.53475935828877
"Ireland",1999-11-01,"Welfare",0.15220700152207
"Ireland",1999-12-01,"Welfare",3.55411954765751
"Ireland",2000-01-01,"Welfare",1.66666666666667
"Ireland",2000-02-01,"Welfare",0.335570469798658
"Ireland",2000-03-01,"Welfare",1.27877237851662
"Ireland",2000-04-01,"Welfare",4.98866213151927
"Ireland",2000-05-01,"Welfare",0.177619893428064
"Ireland",2000-06-01,"Welfare",2.39099859353024
"Ireland",2000-10-01,"Welfare",1.1037527593819
"Ireland",2000-11-01,"Welfare",0.13986013986014
"Ireland",2000-12-01,"Welfare",2.58397932816537
"Ireland",2001-02-01,"Welfare",0.622406639004149
"Ireland",2001-03-01,"Welfare",1.47783251231527
"Ireland",2001-04-01,"Welfare",2.18978102189781
"Ireland",2001-05-01,"Welfare",1.09409190371991
"Ireland",2001-07-01,"Welfare",0.636942675159236
"Ireland",2001-10-01,"Welfare",1.38613861386139
"Ireland",2001-11-01,"Welfare",0.647668393782383
"Ireland",2001-12-01,"Welfare",1.67910447761194
"Ireland",2002-01-01,"Welfare",0.536193029490617
"Ireland",2002-02-01,"Welfare",0.819672131147541
"Ireland",2002-03-01,"Welfare",1.0989010989011
"Ireland",2002-06-01,"Welfare",0.112612612612613
"Ireland",2002-10-01,"Welfare",0.36697247706422
"Ireland",2002-11-01,"Welfare",0.692383778437191
"Ireland",2002-12-01,"Welfare",2.0460358056266
"Ireland",2003-01-01,"Welfare",1.53061224489796
"Ireland",2003-02-01,"Welfare",1.37677833868747
"Ireland",2003-03-01,"Welfare",0.669792364367046
"Ireland",2003-04-01,"Welfare",1.46627565982405
"Ireland",2003-05-01,"Welfare",0.938271604938272
"Ireland",2003-06-01,"Welfare",1.82495344506518
"Ireland",2003-07-01,"Welfare",1.33587786259542
"Ireland",2003-09-01,"Welfare",1.48148148148148
"Ireland",2003-10-01,"Welfare",2.39043824701195
"Ireland",2003-11-01,"Welfare",2.51827782290821
"Ireland",2003-12-01,"Welfare",1.65152766308836
"Ireland",2004-01-01,"Welfare",2.23048327137546
"Ireland",2004-02-01,"Welfare",1.68847615027438
"Ireland",2004-03-01,"Welfare",0.915969733174034
"Ireland",2004-04-01,"Welfare",0.545171339563863
"Ireland",2004-05-01,"Welfare",1.24596215966774
"Ireland",2004-06-01,"Welfare",1.35450723960766
"Ireland",2004-07-01,"Welfare",1.28087831655993
"Ireland",2004-09-01,"Welfare",0.366300366300366
"Ireland",2004-10-01,"Welfare",2.20125786163522
"Ireland",2004-11-01,"Welfare",1.35823429541596
"Ireland",2004-12-01,"Welfare",2.33128834355828
"Ireland",2005-01-01,"Welfare",0.503778337531486
"Ireland",2005-02-01,"Welfare",1.25889436234264
"Ireland",2005-03-01,"Welfare",1.30412102243088
"Ireland",2005-04-01,"Welfare",1.81451612903226
"Ireland",2005-05-01,"Welfare",2.69090909090909
"Ireland",2005-06-01,"Welfare",1.50943396226415
"Ireland",2005-09-01,"Welfare",2.18181818181818
"Ireland",2005-10-01,"Welfare",1.29464285714286
"Ireland",2005-11-01,"Welfare",2.67234701781565
"Ireland",2005-12-01,"Welfare",3.11653116531165
"Ireland",2006-01-01,"Welfare",0.636942675159236
"Ireland",2006-02-01,"Welfare",1.21273370389085
"Ireland",2006-03-01,"Welfare",0.489759572573464
"Ireland",2006-04-01,"Welfare",0.906344410876133
"Ireland",2006-05-01,"Welfare",1.14942528735632
"Ireland",2006-06-01,"Welfare",0.43308791684712
"Ireland",2006-07-01,"Welfare",0.758533501896334
"Ireland",2006-09-01,"Welfare",0.808625336927224
"Ireland",2006-10-01,"Welfare",0.530120481927711
"Ireland",2006-11-01,"Welfare",1.83525394793
"Ireland",2006-12-01,"Welfare",1.88370188370188
"Ireland",2007-01-01,"Welfare",3.06122448979592
"Ireland",2007-02-01,"Welfare",1.89010989010989
"Ireland",2007-03-01,"Welfare",0.700607192900514
"Ireland",2007-04-01,"Welfare",1.07411385606874
"Ireland",2007-06-01,"Welfare",0.551724137931034
"Ireland",2007-09-01,"Welfare",0.378787878787879
"Ireland",2007-10-01,"Welfare",0.909537856440511
"Ireland",2007-11-01,"Welfare",0.681756203981456
"Ireland",2007-12-01,"Welfare",0.436205016357688
"Ireland",2008-01-01,"Welfare",0.0832639467110741
"Ireland",2008-02-01,"Welfare",1.03492884864166
"Ireland",2008-03-01,"Welfare",0.476190476190476
"Ireland",2008-04-01,"Welfare",0.231682594845062
"Ireland",2008-05-01,"Welfare",0.72483969891274
"Ireland",2008-06-01,"Welfare",0.373692077727952
"Ireland",2008-07-01,"Welfare",0.794738284461496
"Ireland",2008-09-01,"Welfare",0.105708245243129
"Ireland",2008-10-01,"Welfare",0.764087870105062
"Ireland",2008-11-01,"Welfare",0.132684652808492
"Ireland",2008-12-01,"Welfare",1.37819213619781
"Ireland",2009-01-01,"Welfare",0.712105798575788
"Ireland",2009-02-01,"Welfare",0.358790363915941
"Ireland",2009-03-01,"Welfare",0.749063670411985
"Ireland",2009-04-01,"Welfare",1.15504220346513
"Ireland",2009-05-01,"Welfare",0.393982808022923
"Ireland",2009-06-01,"Welfare",0.419028839043628
"Ireland",2009-07-01,"Welfare",0.476190476190476
"Ireland",2009-09-01,"Welfare",1.68940870695257
"Ireland",2009-10-01,"Welfare",0.232172470978441
"Ireland",2009-11-01,"Welfare",0.641167366791952
"Ireland",2009-12-01,"Welfare",0.82827167310878
"Ireland",2010-01-01,"Welfare",0.203252032520325
"Ireland",2010-02-01,"Welfare",0.374220374220374
"Ireland",2010-03-01,"Welfare",0.520833333333333
"Ireland",2010-04-01,"Welfare",0.637716368053447
"Ireland",2010-05-01,"Welfare",0.174596246180707
"Ireland",2010-06-01,"Welfare",0.263019463440295
"Ireland",2010-07-01,"Welfare",0.229508196721311
"Ireland",2010-09-01,"Welfare",0.293901542983101
"Ireland",2010-10-01,"Welfare",0.927318295739348
"Ireland",2010-11-01,"Welfare",0.631808278867102
"Ireland",2010-12-01,"Welfare",0.556328233657858
"Ireland",2011-01-01,"Welfare",0.359066427289048
